pop1,pop2
0.659143520765391,0.945978863823211
0.498169769422163,0.639382889620481
0.0577677168325593,0.156321502698248
0.378572183502605,0.822416732112694
0.193561099674307,0.949688303949605
0.518526636199969,0.436515288009463
0.415966582188119,0.612731497602089
0.805448528096071,0.610515215126307
0.95829331515606,0.845925297483322
0.683458603721081,0.883236801448248
0.0751810762372671,0.0391693346503529
0.260323500550007,0.467684645964617
0.998573283260247,0.995188013124351
0.621420882887992,0.486087271057622
0.969114358944932,0.753422508073958
0.671308525047952,0.70347717714954
0.0742934331456887,0.0859982825993135
0.00534258525399532,2.25229982017185e-16
0.542481680280848,0.678915252708506
0.777213135223466,0.966230982632481
0.00499741150096597,0.0527488179366752
0.584178980721041,0.264758404484281
0.814188004579515,0.623262057767782
0.391822714467822,0.56592255258353
0.180839851965606,0.642864228803375
0.971916416311828,0.999957832201536
0.230409701760968,0.0942055244277917
0.140263394819404,0.342457431953782
0.401007832791858,0.677842383605106
0.2901107890996,0.0646291836580832
0.255442566881098,0.568162181266152
0.972128136630552,0.86254673428877
0.997490306104165,0.999985768693916
0.999918466692805,0.918306135158468
0.858496129154226,0.823002131021496
0.99227792818922,0.534813898891516
0.0176677092387718,0.232705204648152
0.538325112144516,0.440983362857698
0.942518790753643,0.624971735785011
0.121233780172137,0.0763906384026901
0.96750752905875,0.831389861142775
0.707570879204628,0.859371503403235
0.901445764302312,0.871044163224609
0.606311108883554,0.524744620789503
1.22043700504931e-14,3.59967343611624e-07
0.309187104574211,0.639350377873381
3.98394850703046e-06,0.0771818713076912
0.969185540611491,0.713670710304645
0.970295292560363,1
0.930538388176047,0.820347657066723
0.431920999673929,0.914946532181223
0.911957952114924,0.769444383737585
0.296680963525856,0.871529885969163
0.524340631899811,0.528578089217583
0.747999541333289,0.969270237912301
1.72887034326466e-05,0.581951972397608
0.308083179472916,0.534959299810399
0.938860114191926,0.807285593142244
0.00645849658492588,0.0989792487446482
0.997433991492987,0.99999999999876
0.551818689018075,0.0963210870575472
0.493408798624964,0.681438664626821
0.643605951822574,0.471380284842118
0.62673529310835,0.554025707332014
0.362663378864431,0.430880665298896
0.39419120379994,0.598899586204739
0.701039215322306,0.363416369810546
0.258190742194439,0.830093979366613
0.035275604591328,2.80086396667955e-06
0.852205439653219,0.942532661907729
0.355129432690318,0.104787821910782
0.537650466189401,0.920448821950288
6.3403698365053e-15,1.53505219920579e-34
0.918992903076864,0.940922033504569
0.933180653625676,0.999989272717155
0.209659097456319,0.2248937609406
0.82762091324826,0.996319283955071
0.118937783960323,0.00245117235108613
0.71814515796208,0.716896318308795
0.311702824016692,0.339794526727103
0.932709087614897,0.847264785442893
0.00955843712825089,0.00241502921074242
0.774671661362561,0.608916739756152
0.0531184225533809,2.46907925662929e-05
0.888637404159652,0.935283878595576
0.120288568125442,0.640689007040501
0.0724852742301846,0.00329543210972116
0.858563124223998,0.589696744872611
0.0289475993596388,0.016813084996532
0.505098546002724,0.579261469172761
0.936464191670944,0.185423482358185
0.846273969339305,0.90257392604508
0.000300562135093459,0.0112947359531764
0.989385350470412,0.999959564707301
0.572014424655992,0.997091160272603
3.05959076290647e-05,3.4300373518063e-05
0.103045205405114,0.127856279567572
0.754764826211625,0.801799541704512
0.183473061819647,0.424738646471812
0.200494090291654,0.334261784385457
0.763831470367195,0.335018290803532
0.528783674835327,0.680406408866897
0.0123743563753638,0.247213661748771
0.391354503818567,0.0546710914306854
0.325468870609682,0.33275185175407
0.217563769293399,0.470746769025817
0.0939760332253201,0.0588875786127431
0.995137495082753,0.953139868924486
0.597757520532408,0.552791687270807
0.625283800671235,0.705835650099824
0.240931154426419,0.00869713869844206
0.0422770446042719,0.755144677973652
1.74080757930161e-18,0.00154846236412397
0.102169138240444,0.220113921730225
0.996196470072832,0.96059518867436
0.807793004155528,0.665938118395444
0.0530719257864392,0.22973687183883
0.516440294330599,0.93262166548037
0.516052644560646,0.881920525186993
0.989312924714791,0.933163588991243
0.22135879267013,0.132380031691572
0.514671045044635,0.313641751643634
0.0276436996359293,0.0130758583814366
0.986606595151359,0.999999919300723
0.716825318001037,0.778309792498694
0.90681956398884,0.901676187331537
0.00529654958278158,0.0708600252474565
0.594499956984904,0.242635911031025
0.783429866703485,0.641688198027791
0.326449758856624,0.257959342199245
1.7316375961829e-08,0.000148515293806403
0.484910492114124,0.0726818251763538
0.50309826372624,0.41254738151698
0.114469580339896,0.00132107035993865
0.702218575241246,0.93281317746346
0.0206000030287296,0.257654428998536
0.999999950167746,1
0.845694396035304,0.674493880782787
0.998488084104486,0.974999771052522
0.953769556726289,0.786870354431877
0.922175719501392,0.988262226151738
0.859973149087564,0.635732319251923
0.726883225836018,0.998031765865861
0.0858244636164714,2.38096926873011e-05
0.660152895438589,0.585356980798344
1.28271620472043e-05,0.153141301535731
0.602348664192004,0.277566631993289
0.832507034554392,0.523604210160111
1,1
0.119906535343259,0.107639600164735
0.0650615400125561,0.000737236565559858
0.515445252037096,0.739031637422575
0.252125280380166,0.633288867301659
1.33670546050193e-20,2.6767598481455e-06
0.135879883261757,0.12142619551184
0.285537032183552,0.130538054208582
0.153159051491124,0.063419401974135
0.504408307055833,0.522994519689827
0.000371148485539795,1.69218226142106e-06
0.999999826213403,0.999837962126162
0.613316661034102,0.0771295975655442
0.376346980396242,0.30835228613245
0.374633038267319,0.266499891821745
0.916126065469537,0.858145350248503
0.560297799187031,0.767828151509266
0.0214564522024094,1.25723578068662e-05
0.955027857179164,0.915570655574003
0.454723475131665,0.185007978385904
0.520834937683421,0.316254630944659
0.990596400790329,0.99745389669532
0.176337619673705,0.258885981063893
0.229835801671134,0.218428793598288
0.644158229792729,0.195614929952743
0.179716796757833,0.0648730004192981
0.99999801262896,1
0.00138892630332666,0.368725632862612
0.307839227861014,0.370813252842504
0.114193156072653,0.137535745440608
0.423705963718797,0.762963394080986
0.934493719418882,0.516805725011349
0.502876654304976,0.918884059283297
0.467849123325978,0.593110415664172
0.829596179744306,0.239852026960164
0.662305842083859,0.709824941112723
0.294521989073681,0.61203841196212
0.999981841564874,0.999496619257015
0.997341858735703,0.778845657466883
0.827727735610597,0.866242253636445
0.626951169792221,0.461287976488452
0.217778086601813,0.0406735278554386
0.00759747734683629,0.0161284249033215
0.996939191680182,0.998822767918563
0.621202878027058,0.777515929068081
0.494481130248796,0.978445044681383
0.811445318456701,0.205953092061146
0.43263240455546,0.675863373118063
0.82072893757358,0.692740920909842
0.912345059337635,0.691649441218024
0.00239710757898293,0.0156014666604183
0.375981254449582,0.581165134255661
0.876678170143524,0.809036061544265
0.631134472977308,0.292875673506123
0.84775539565353,0.834735904429037
8.01826514580795e-312,8.01826514580795e-312
0.130926158818021,0.61413126185546
0.680768071887223,0.278711939734991
0.243151283529828,0.400125696674134
0.735659183118141,0.426794420282252
0.000215943636208988,0.00688473856336235
0.916856847965093,0.832333451378751
0.912851438640468,0.988937562847455
0.0525333217092476,0.0417136343983189
0.0194394973842063,0.293630071769692
0.279200269002112,0.909649420629949
0.314156375781224,0.0429234181872766
0.938950802749952,0.984933255121968
0.634768991016478,0.897213335243887
0.00740043478693766,3.02134851192076e-22
0.559364805930532,0.818678876336015
0.240859640343988,0.00922315210499803
0.678017442495152,0.626878412377069
0.147035386963097,0.500186539516988
0.998771513241645,1
0.148244079421991,0.546442374331112
0.589115003816949,0.533928848539188
0.988370629105733,0.724581320521466
0.989322429588209,0.97762214196505
0.0754603075312375,1.69509558384882e-07
0.572242813264872,0.582069040588734
0.844438834524656,0.999796769315493
0.335470040417597,0.121048334794988
0.00299153829574561,0.0708297164060753
0.0132903255272406,0.0949735730279491
0.162162363261234,0.212392224254953
0.135961445443623,0.0759080706399904
0.896175770676102,0.948149173116077
0.0582112646968479,0.690711308902507
0.037900207058872,0.549010909805373
0.0279546005128914,1.85764510602953e-12
0.568190894189708,0.562790097512447
0.934869978965528,0.470300369914192
0.442874986241809,0.812725248013969
0.851579819642968,0.410683389303386
0.00010776548593399,0.00435999926198674
0.728587900372489,0.16226099542026
0.207461345085673,0.238445719662693
0.0976727958151325,0.00123083001713836
0.405387610627197,0.215317880604432
0.619734680279224,0.537793559609814
0.000310182055798638,0.0568443723825965
0.920304987023158,0.898109738671961
0.212940036719134,0.0853051781677237
0.893447511972041,0.995861643759463
0.9060561234183,0.13228569580888
0.200251296852428,0.839762752049221
1,0.999999999999999
0.72139254920313,0.492273671585729
0.584790321893595,0.532594696562778
0.142042682419889,0.09899215075198
0.958718108623295,0.913734612662393
0.41715352581199,0.0569694825469577
0.23092158061685,0.256114454404881
0.318733434203979,0.469392994516404
0.000612304845075094,0.299129496620621
0.392746459381003,0.316623044494802
0.984046193448997,0.706093853964132
0.99999802144488,0.999999997801314
0.930979903160208,0.929276876978519
0.952652812497593,0.908834126633229
0.418003944832043,0.721523170037764
0.111224847201265,0.178133770012657
0.864519944733451,0.561735517328224
0.0410950230409996,0.560450133896992
0.893797720957308,0.491266995887947
0.912595165118846,0.787181306387188
0.164403924048051,0.00555883169429384
0.860156346670651,0.450172336100082
0.214680548286056,0.00554861272494025
0.848678513400158,0.996978827631287
0.817455735010392,0.836003607886683
0.895073403590745,0.91986864366099
0.896817903114806,0.923072026521707
0.999993903678473,0.999996696169805
0.59376460517128,0.136868316878683
0.595358754801443,0.191543608341081
0.198405830970935,0.710656056713336
0.96331726797645,0.999992691614831
0.612032031273031,0.420032707077621
7.77560165253481e-16,2.12565005278142e-23
0.33074420815866,0.988528500049281
0.256439939193482,0.778310122382673
0.347869636008509,0.265165661253884
0.502738717091938,0.570452107275205
0.238162558960045,0.470438758128382
0.994875892587947,0.999985097832924
0.0407261093272338,4.82435377080562e-06
0.999999999999997,1
0.779487064676763,0.964778798043852
0.0741255497626998,0.00453039272839395
0.333297655018718,0.761914060170155
0.0541560487701305,0.277759902764018
0.0492253605355207,0.10484686100647
0.0514509613776374,0.161682997476342
0.00198164474287316,0.161917533756801
0.719671878230446,0.432142573317996
0.0557828333082513,0.000797928201428547
0.901764658447135,0.247231117085751
0.0754703630733363,0.0235075726897874
0.274505624294163,0.0301512538927626
0.213675093571253,0.609920754064255
0.466859716375713,0.214575856454664
0.29195196731576,0.487644608424907
0.368110970774201,0.292875160622937
0.837246798631406,0.681607495486532
0.409079231824827,0.914275213568591
2.93367574893905e-05,0.0151067552548542
0.335292644243647,0.785975650580757
0.227793436516614,0.121170243607428
0.408075747224602,0.391807396502509
0.840546350466697,0.669665628928634
0.223026200877813,0.354766073791854
0.402925014701583,0.562943826277763
0.488602705240191,0.617184187695876
0.00183984698697096,0.0214435820391754
0.464508247452061,0.510629590210712
0.950751979343813,0.997827783155503
0.936447439943483,0.969820646827745
0.000142187906168492,0.361510527987445
0.626418888271468,0.547570283439127
0.999999999970906,0.999219065301812
0.641837692711258,0.1420389447352
